"match_time","home_team","away_team","half_time_home_goals","half_time_away_goals","full_time_home_goals","full_time_away_goals "
"04:55","Bilbao","Madrid Fehér","3","0","3","1"
"04:55","Valencia","Sevilla Zöld","0","0","0","0"
"04:55","San Sebastian","Osasuna","1","0","1","0"
"04:55","Madrid Piros","Getafe","2","0","3","0"
"04:55","Villarreal","Alaves","2","0","2","1"
"04:55","Girona","Sevilla Piros","0","0","0","2"
"05:03","Alaves","San Sebastian","1","0","2","1"
"05:03","Vigo","Las Palmas","0","0","3","0"
"05:03","Madrid Fehér","Villarreal","1","1","4","2"
"05:03","Osasuna","Girona","0","1","0","3"
"05:03","Getafe","Valencia","1","1","1","2"
"05:03","Mallorca","Bilbao","1","1","1","2"
"05:03","Sevilla Piros","Madrid Piros","0","0","1","0"
"05:03","Sevilla Zöld","Barcelona","0","1","2","1"
"05:10","Mallorca","Madrid Fehér","0","2","0","3"
"05:10","Las Palmas","Sevilla Zöld","0","1","2","1"
"05:10","Girona","Alaves","1","0","1","0"
"05:10","San Sebastian","Villarreal","0","1","0","1"
"05:10","Barcelona","Getafe","0","0","1","0"
"05:10","Bilbao","Vigo","1","0","2","0"
"05:10","Valencia","Sevilla Piros","0","0","1","0"
"05:10","Madrid Piros","Osasuna","0","0","0","1"
"05:18","Madrid Fehér","San Sebastian","1","1","2","2"
"05:18","Osasuna","Valencia","2","1","2","2"
"05:18","Alaves","Madrid Piros","1","0","1","0"
"05:18","Vigo","Mallorca","0","0","1","0"
"05:18","Sevilla Zöld","Bilbao","1","0","1","0"
"05:18","Sevilla Piros","Barcelona","3","1","4","1"
"05:18","Villarreal","Girona","1","2","3","2"
"05:18","Getafe","Las Palmas","0","0","2","0"
"05:26","Bilbao","Getafe","1","0","1","0"
"05:26","Barcelona","Osasuna","1","1","3","1"
"05:26","Mallorca","Sevilla Zöld","0","1","1","1"
"05:26","Vigo","Madrid Fehér","0","0","0","1"
"05:26","Girona","San Sebastian","0","0","0","1"
"05:26","Las Palmas","Sevilla Piros","0","0","0","0"
"05:26","Madrid Piros","Villarreal","0","1","1","1"
"05:26","Valencia","Alaves","1","0","4","0"
"05:34","San Sebastian","Madrid Piros","0","0","1","1"
"05:34","Villarreal","Valencia","0","0","0","0"
"05:34","Sevilla Zöld","Vigo","0","0","1","0"
"05:34","Sevilla Piros","Bilbao","0","0","0","0"
"05:34","Osasuna","Las Palmas","4","0","5","1"
"05:34","Madrid Fehér","Girona","1","0","2","0"
"05:34","Getafe","Mallorca","1","0","1","0"
"05:34","Alaves","Barcelona","0","0","1","0"
"05:42","Barcelona","Villarreal","3","1","3","1"
"05:42","Las Palmas","Alaves","0","1","1","1"
"05:42","Valencia","San Sebastian","1","0","3","0"
"05:42","Sevilla Zöld","Madrid Fehér","1","0","1","2"
"05:42","Mallorca","Sevilla Piros","0","0","1","1"
"05:42","Vigo","Getafe","1","1","1","2"
"05:42","Madrid Piros","Girona","1","1","3","1"
"05:42","Bilbao","Osasuna","1","0","2","0"
"05:50","Girona","Valencia","1","0","1","0"
"05:50","Getafe","Sevilla Zöld","0","1","1","1"
"05:50","Sevilla Piros","Vigo","3","0","3","0"
"05:50","Villarreal","Las Palmas","1","0","3","0"
"05:50","San Sebastian","Barcelona","1","1","2","2"
"05:50","Alaves","Bilbao","0","2","0","2"
"05:50","Madrid Fehér","Madrid Piros","0","1","0","1"
"05:50","Osasuna","Mallorca","0","0","0","1"
"05:57","Barcelona","Girona","1","1","2","1"
"05:57","Vigo","Osasuna","0","1","1","1"
"05:57","Bilbao","Villarreal","2","1","3","1"
"05:57","Getafe","Madrid Fehér","1","1","1","2"
"05:57","Valencia","Madrid Piros","1","0","1","0"
"05:57","Mallorca","Alaves","1","0","1","0"
"05:57","Sevilla Zöld","Sevilla Piros","0","0","0","0"
"05:57","Las Palmas","San Sebastian","0","0","2","0"
"06:05","Villarreal","Mallorca","3","0","3","0"
"06:05","Osasuna","Sevilla Zöld","0","1","1","2"
"06:05","Girona","Las Palmas","0","0","0","1"
"06:05","Madrid Fehér","Valencia","3","1","6","1"
"06:05","Sevilla Piros","Getafe","0","0","0","0"
"06:05","Alaves","Vigo","0","0","1","1"
"06:05","Madrid Piros","Barcelona","2","0","2","1"
"06:05","San Sebastian","Bilbao","0","1","0","1"
"06:13","Getafe","Osasuna","1","0","1","0"
"06:13","Las Palmas","Madrid Piros","1","0","1","0"
"06:13","Sevilla Zöld","Alaves","0","0","1","1"
"06:13","Mallorca","San Sebastian","0","0","0","1"
"06:13","Bilbao","Girona","0","0","1","0"
"06:13","Barcelona","Valencia","1","0","2","0"
"06:13","Sevilla Piros","Madrid Fehér","0","1","0","2"
"06:13","Vigo","Villarreal","1","0","3","0"
"06:21","Getafe","Alaves","2","0","3","0"
"06:21","Mallorca","Girona","1","0","1","1"
"06:21","Vigo","San Sebastian","0","1","0","2"
"06:21","Bilbao","Madrid Piros","0","0","2","0"
"06:21","Sevilla Piros","Osasuna","0","0","0","0"
"06:21","Madrid Fehér","Barcelona","2","0","2","0"
"06:21","Las Palmas","Valencia","1","2","1","2"
"06:21","Sevilla Zöld","Villarreal","1","0","2","0"
"06:29","Valencia","Bilbao","0","1","0","1"
"06:29","Osasuna","Madrid Fehér","2","0","2","0"
"06:29","Girona","Vigo","0","0","1","0"
"06:29","Villarreal","Getafe","0","0","1","2"
"06:29","Barcelona","Las Palmas","0","0","1","0"
"06:29","Alaves","Sevilla Piros","1","1","1","2"
"06:29","San Sebastian","Sevilla Zöld","1","0","3","2"
"06:29","Madrid Piros","Mallorca","0","1","0","1"
"06:37","Sevilla Zöld","Girona","0","0","1","1"
"06:37","Madrid Fehér","Las Palmas","1","0","3","0"
"06:37","Bilbao","Barcelona","1","1","1","1"
"06:37","Osasuna","Alaves","0","1","0","3"
"06:37","Mallorca","Valencia","0","0","0","0"
"06:37","Sevilla Piros","Villarreal","0","1","0","2"
"06:37","Vigo","Madrid Piros","0","1","0","2"
"06:37","Getafe","San Sebastian","0","0","0","2"
"06:44","Girona","Getafe","0","2","1","3"
"06:44","Villarreal","Osasuna","0","0","0","0"
"06:44","San Sebastian","Sevilla Piros","0","0","0","0"
"06:44","Las Palmas","Bilbao","0","0","1","3"
"06:44","Madrid Piros","Sevilla Zöld","0","0","2","1"
"06:44","Alaves","Madrid Fehér","0","0","0","0"
"06:44","Barcelona","Mallorca","0","0","2","0"
"06:44","Valencia","Vigo","0","0","2","0"
"06:52","Mallorca","Las Palmas","0","0","1","0"
"06:52","Vigo","Barcelona","0","0","0","0"
"06:52","Madrid Fehér","Bilbao","1","0","2","1"
"06:52","Sevilla Zöld","Valencia","1","0","1","0"
"06:52","Osasuna","San Sebastian","0","1","0","5"
"06:52","Getafe","Madrid Piros","0","1","1","1"
"06:52","Alaves","Villarreal","2","1","3","1"
"06:52","Sevilla Piros","Girona","1","1","3","1"
"07:00","San Sebastian","Alaves","0","0","0","1"
"07:00","Las Palmas","Vigo","1","0","2","1"
"07:00","Villarreal","Madrid Fehér","1","0","3","0"
"07:00","Girona","Osasuna","1","1","2","2"
"07:00","Valencia","Getafe","1","0","1","0"
"07:00","Bilbao","Mallorca","1","1","2","1"
"07:00","Madrid Piros","Sevilla Piros","0","0","0","2"
"07:00","Barcelona","Sevilla Zöld","1","0","4","0"
"07:08","Madrid Fehér","Mallorca","0","0","2","1"
"07:08","Sevilla Zöld","Las Palmas","0","0","0","1"
"07:08","Alaves","Girona","2","0","3","0"
"07:08","Villarreal","San Sebastian","0","0","0","0"
"07:08","Getafe","Barcelona","0","1","2","1"
"07:08","Vigo","Bilbao","1","1","1","3"
"07:08","Sevilla Piros","Valencia","2","2","3","2"
"07:08","Osasuna","Madrid Piros","0","0","0","1"
"07:16","San Sebastian","Madrid Fehér","0","0","0","0"
"07:16","Valencia","Osasuna","2","0","2","1"
"07:16","Madrid Piros","Alaves","1","0","3","0"
"07:16","Mallorca","Vigo","0","1","0","1"
"07:16","Bilbao","Sevilla Zöld","1","1","1","1"
"07:16","Barcelona","Sevilla Piros","1","0","3","0"
"07:16","Girona","Villarreal","0","0","0","0"
"07:16","Las Palmas","Getafe","1","2","2","2"
"07:24","Getafe","Bilbao","0","2","0","4"
"07:24","Osasuna","Barcelona","0","1","2","3"
"07:24","Sevilla Zöld","Mallorca","0","0","1","1"
"07:24","Madrid Fehér","Vigo","1","0","3","0"
"07:24","San Sebastian","Girona","4","0","5","1"
"07:24","Sevilla Piros","Las Palmas","1","0","1","1"
"07:24","Villarreal","Madrid Piros","0","1","0","2"
"07:24","Alaves","Valencia","0","1","0","2"
"07:31","Madrid Piros","San Sebastian","2","0","3","1"
"07:31","Valencia","Villarreal","1","1","3","1"
"07:31","Vigo","Sevilla Zöld","0","1","0","2"
"07:31","Bilbao","Sevilla Piros","2","0","4","0"
"07:31","Las Palmas","Osasuna","1","0","1","2"
"07:31","Girona","Madrid Fehér","0","2","2","2"
"07:31","Mallorca","Getafe","1","0","2","1"
"07:31","Barcelona","Alaves","1","0","2","0"
"07:39","Villarreal","Barcelona","1","0","1","1"
"07:39","Alaves","Las Palmas","0","0","2","0"
"07:39","San Sebastian","Valencia","2","0","3","0"
"07:39","Madrid Fehér","Sevilla Zöld","1","0","2","0"
"07:39","Sevilla Piros","Mallorca","0","0","0","0"
"07:39","Getafe","Vigo","1","0","1","2"
"07:39","Girona","Madrid Piros","1","1","1","1"
"07:39","Osasuna","Bilbao","2","1","2","2"
"07:47","Valencia","Girona","1","0","3","0"
"07:47","Sevilla Zöld","Getafe","1","0","2","3"
"07:47","Vigo","Sevilla Piros","0","0","1","0"
"07:47","Las Palmas","Villarreal","0","0","0","2"
"07:47","Barcelona","San Sebastian","3","0","3","0"
"07:47","Bilbao","Alaves","1","0","2","0"
"07:47","Madrid Piros","Madrid Fehér","1","1","2","2"
"07:47","Mallorca","Osasuna","0","0","0","1"
"07:55","Girona","Barcelona","1","1","2","1"
"07:55","Osasuna","Vigo","0","0","0","0"
"07:55","Villarreal","Bilbao","0","0","0","1"
"07:55","Madrid Fehér","Getafe","2","0","4","0"
"07:55","Madrid Piros","Valencia","0","1","0","1"
"07:55","Alaves","Mallorca","1","1","3","2"
"07:55","Sevilla Piros","Sevilla Zöld","1","0","2","0"
"07:55","San Sebastian","Las Palmas","1","1","2","2"
"08:03","Mallorca","Villarreal","0","0","0","1"
"08:03","Sevilla Zöld","Osasuna","1","1","2","1"
"08:03","Las Palmas","Girona","1","2","4","3"
"08:03","Valencia","Madrid Fehér","1","1","1","1"
"08:03","Getafe","Sevilla Piros","0","1","1","1"
"08:03","Vigo","Alaves","1","0","1","0"
"08:03","Barcelona","Madrid Piros","0","0","1","0"
"08:03","Bilbao","San Sebastian","0","0","2","1"
"08:11","Osasuna","Getafe","0","0","1","0"
"08:11","Madrid Piros","Las Palmas","2","0","2","2"
"08:11","Alaves","Sevilla Zöld","1","0","1","1"
"08:11","San Sebastian","Mallorca","2","0","3","0"
"08:11","Girona","Bilbao","1","2","1","3"
"08:11","Valencia","Barcelona","1","0","1","0"
"08:11","Madrid Fehér","Sevilla Piros","0","0","0","0"
"08:11","Villarreal","Vigo","1","1","2","1"
"08:20","Alaves","Sevilla Piros","1","0","1","0"
"08:20","Villarreal","Getafe","1","0","2","0"
"08:20","Vigo","Bilbao","1","0","1","2"
"08:20","Mallorca","Girona","1","0","1","0"
"08:20","Sevilla Zöld","Barcelona","1","1","1","1"
"08:20","Valencia","Madrid Fehér","2","2","2","4"
"08:20","Las Palmas","San Sebastian","0","2","1","3"
"08:20","Madrid Piros","Osasuna","1","0","1","0"
"08:28","Girona","Las Palmas","3","1","4","2"
"08:28","Madrid Fehér","Sevilla Zöld","2","0","3","0"
"08:28","Bilbao","Villarreal","0","1","2","2"
"08:28","Sevilla Piros","Madrid Piros","0","1","0","1"
"08:28","San Sebastian","Valencia","1","0","2","0"
"08:28","Barcelona","Alaves","1","0","4","0"
"08:28","Osasuna","Vigo","1","0","1","0"
"08:28","Getafe","Mallorca","0","1","3","1"
"08:36","Villarreal","Osasuna","0","0","0","0"
"08:36","San Sebastian","Madrid Fehér","0","2","1","2"
"08:36","Valencia","Girona","2","1","5","1"
"08:36","Alaves","Sevilla Zöld","0","0","0","0"
"08:36","Las Palmas","Getafe","0","2","2","2"
"08:36","Madrid Piros","Barcelona","3","1","3","1"
"08:36","Mallorca","Bilbao","2","0","2","1"
"08:36","Vigo","Sevilla Piros","1","0","1","0"
"08:44","Sevilla Piros","Villarreal","0","2","0","2"
"08:44","Sevilla Zöld","Madrid Piros","0","0","0","0"
"08:44","Barcelona","Vigo","1","1","1","1"
"08:44","Girona","San Sebastian","0","1","0","1"
"08:44","Osasuna","Mallorca","0","0","2","0"
"08:44","Madrid Fehér","Alaves","1","1","2","1"
"08:44","Getafe","Valencia","1","2","2","4"
"08:44","Bilbao","Las Palmas","2","0","6","0"
"08:52","San Sebastian","Getafe","0","0","1","1"
"08:52","Valencia","Bilbao","3","0","3","1"
"08:52","Girona","Madrid Fehér","0","2","1","4"
"08:52","Las Palmas","Osasuna","1","0","1","0"
"08:52","Vigo","Sevilla Zöld","1","0","2","0"
"08:52","Mallorca","Sevilla Piros","0","0","0","1"
"08:52","Madrid Piros","Alaves","1","0","4","0"
"08:52","Villarreal","Barcelona","0","1","1","2"
"09:00","Alaves","Vigo","0","0","0","1"
"09:00","Bilbao","San Sebastian","0","2","1","2"
"09:00","Madrid Fehér","Madrid Piros","0","1","3","1"
"09:00","Sevilla Zöld","Villarreal","1","1","1","2"
"09:00","Sevilla Piros","Las Palmas","0","0","1","1"
"09:00","Getafe","Girona","1","0","2","0"
"09:00","Barcelona","Mallorca","2","0","5","0"
"09:00","Osasuna","Valencia","3","0","3","1"
"09:07","Getafe","Madrid Fehér","0","1","0","1"
"09:07","San Sebastian","Osasuna","2","0","3","0"
"09:07","Villarreal","Alaves","0","0","0","0"
"09:07","Vigo","Madrid Piros","0","1","0","1"
"09:07","Valencia","Sevilla Piros","2","0","3","1"
"09:07","Girona","Bilbao","2","1","2","3"
"09:07","Las Palmas","Barcelona","0","1","0","3"
"09:07","Mallorca","Sevilla Zöld","0","0","0","1"
"09:15","Madrid Fehér","Vigo","0","0","2","1"
"09:15","Sevilla Zöld","Las Palmas","3","1","4","2"
"09:15","Alaves","Mallorca","2","0","2","0"
"09:15","Bilbao","Getafe","1","1","2","2"
"09:15","Osasuna","Girona","0","0","1","2"
"09:15","Barcelona","Valencia","1","2","2","2"
"09:15","Madrid Piros","Villarreal","0","1","1","1"
"09:15","Sevilla Piros","San Sebastian","0","2","1","2"
"09:23","Girona","Sevilla Piros","0","0","2","0"
"09:23","Valencia","Sevilla Zöld","3","0","4","1"
"09:23","Getafe","Osasuna","0","1","1","1"
"09:23","Bilbao","Madrid Fehér","1","0","2","1"
"09:23","Villarreal","Vigo","1","1","3","1"
"09:23","San Sebastian","Barcelona","2","1","3","1"
"09:23","Mallorca","Madrid Piros","0","3","1","4"
"09:23","Las Palmas","Alaves","0","0","0","1"
"09:31","Vigo","Mallorca","0","0","0","0"
"09:31","Madrid Piros","Las Palmas","1","1","1","1"
"09:31","Osasuna","Bilbao","0","1","2","2"
"09:31","Barcelona","Girona","3","0","3","1"
"09:31","Sevilla Zöld","San Sebastian","1","0","4","0"
"09:31","Madrid Fehér","Villarreal","0","2","1","2"
"09:31","Sevilla Piros","Getafe","1","0","1","0"
"09:31","Alaves","Valencia","0","0","0","0"
"09:39","Valencia","Madrid Piros","1","0","2","1"
"09:39","San Sebastian","Alaves","0","0","2","1"
"09:39","Las Palmas","Vigo","1","0","2","0"
"09:39","Osasuna","Madrid Fehér","1","0","2","1"
"09:39","Getafe","Barcelona","0","1","1","1"
"09:39","Bilbao","Sevilla Piros","0","1","1","1"
"09:39","Mallorca","Villarreal","0","0","0","0"
"09:39","Girona","Sevilla Zöld","0","1","0","1"
"09:47","Villarreal","Las Palmas","0","1","0","2"
"09:47","Sevilla Piros","Osasuna","1","1","1","1"
"09:47","Barcelona","Bilbao","0","1","1","2"
"09:47","Madrid Piros","San Sebastian","0","0","0","1"
"09:47","Vigo","Valencia","0","0","3","0"
"09:47","Alaves","Girona","1","1","1","2"
"09:47","Madrid Fehér","Mallorca","2","0","3","0"
"09:47","Sevilla Zöld","Getafe","1","0","1","0"
"09:54","Valencia","Villarreal","0","0","1","0"
"09:54","Bilbao","Sevilla Zöld","1","0","2","0"
"09:54","Girona","Madrid Piros","0","3","0","4"
"09:54","Sevilla Piros","Madrid Fehér","2","1","3","2"
"09:54","Las Palmas","Mallorca","1","0","2","1"
"09:54","Getafe","Alaves","2","0","3","1"
"09:54","Osasuna","Barcelona","1","0","1","1"
"09:54","San Sebastian","Vigo","2","0","4","1"
"10:02","Madrid Piros","Getafe","0","1","0","3"
"10:02","Sevilla Zöld","Osasuna","1","1","3","1"
"10:02","Villarreal","San Sebastian","0","0","0","1"
"10:02","Madrid Fehér","Las Palmas","2","0","5","1"
"10:02","Barcelona","Sevilla Piros","1","1","4","2"
"10:02","Alaves","Bilbao","0","1","0","1"
"10:02","Mallorca","Valencia","2","2","2","4"
"10:02","Vigo","Girona","0","0","0","1"
"10:10","Sevilla Piros","Sevilla Zöld","0","1","1","1"
"10:10","San Sebastian","Mallorca","0","1","1","1"
"10:10","Osasuna","Alaves","0","0","0","0"
"10:10","Getafe","Vigo","1","0","2","0"
"10:10","Girona","Villarreal","0","2","0","2"
"10:10","Valencia","Las Palmas","0","1","1","2"
"10:10","Barcelona","Madrid Fehér","1","0","3","0"
"10:10","Bilbao","Madrid Piros","0","2","0","3"
"10:18","Sevilla Piros","Alaves","0","0","2","1"
"10:18","Getafe","Villarreal","0","0","0","1"
"10:18","Bilbao","Vigo","2","0","3","0"
"10:18","Girona","Mallorca","0","1","0","2"
"10:18","Barcelona","Sevilla Zöld","2","0","3","0"
"10:18","Madrid Fehér","Valencia","1","1","2","2"
"10:18","San Sebastian","Las Palmas","1","1","2","2"
"10:18","Osasuna","Madrid Piros","0","2","2","2"
"10:26","Las Palmas","Girona","3","0","5","0"
"10:26","Sevilla Zöld","Madrid Fehér","0","2","3","3"
"10:26","Villarreal","Bilbao","0","0","0","0"
"10:26","Madrid Piros","Sevilla Piros","0","1","0","1"
"10:26","Valencia","San Sebastian","1","1","1","3"
"10:26","Alaves","Barcelona","0","1","1","1"
"10:26","Vigo","Osasuna","1","1","1","1"
"10:26","Mallorca","Getafe","0","0","0","1"
"10:34","Osasuna","Villarreal","0","1","0","1"
"10:34","Madrid Fehér","San Sebastian","0","0","1","1"
"10:34","Girona","Valencia","1","0","2","1"
"10:34","Sevilla Zöld","Alaves","0","0","0","0"
"10:34","Getafe","Las Palmas","1","0","2","0"
"10:34","Barcelona","Madrid Piros","0","0","1","0"
"10:34","Bilbao","Mallorca","0","0","3","0"
"10:34","Sevilla Piros","Vigo","0","0","1","1"
"10:41","Villarreal","Sevilla Piros","1","0","1","0"
"10:41","Madrid Piros","Sevilla Zöld","2","0","4","0"
"10:41","Vigo","Barcelona","0","2","0","2"
"10:41","San Sebastian","Girona","2","0","4","0"
"10:41","Mallorca","Osasuna","0","0","0","0"
"10:41","Alaves","Madrid Fehér","0","1","0","1"
"10:41","Valencia","Getafe","1","1","1","3"
"10:41","Las Palmas","Bilbao","0","0","1","1"
"10:49","Getafe","San Sebastian","2","0","2","2"
"10:49","Bilbao","Valencia","1","1","1","2"
"10:49","Madrid Fehér","Girona","0","0","1","1"
"10:49","Osasuna","Las Palmas","1","1","1","1"
"10:49","Sevilla Zöld","Vigo","0","1","1","3"
"10:49","Sevilla Piros","Mallorca","0","2","0","3"
"10:49","Alaves","Madrid Piros","1","0","1","1"
"10:49","Barcelona","Villarreal","1","1","2","1"
"10:57","Vigo","Alaves","0","1","1","2"
"10:57","San Sebastian","Bilbao","0","3","2","4"
"10:57","Madrid Piros","Madrid Fehér","1","3","1","3"
"10:57","Villarreal","Sevilla Zöld","2","0","2","0"
"10:57","Las Palmas","Sevilla Piros","0","1","0","1"
"10:57","Girona","Getafe","0","0","0","1"
"10:57","Mallorca","Barcelona","2","0","4","0"
"10:57","Valencia","Osasuna","2","0","2","0"
"11:05","Madrid Fehér","Getafe","2","0","3","0"
"11:05","Osasuna","San Sebastian","0","2","0","2"
"11:05","Alaves","Villarreal","0","0","1","0"
"11:05","Madrid Piros","Vigo","2","0","3","0"
"11:05","Sevilla Piros","Valencia","1","1","1","3"
"11:05","Bilbao","Girona","0","1","1","1"
"11:05","Barcelona","Las Palmas","1","1","1","1"
"11:05","Sevilla Zöld","Mallorca","1","0","2","0"
"11:13","Vigo","Madrid Fehér","1","0","1","2"
"11:13","Las Palmas","Sevilla Zöld","1","0","2","0"
"11:13","Mallorca","Alaves","2","0","3","0"
"11:13","Getafe","Bilbao","1","1","1","2"
"11:13","Girona","Osasuna","0","0","0","1"
"11:13","Valencia","Barcelona","2","2","2","2"
"11:13","Villarreal","Madrid Piros","3","0","3","1"
"11:13","San Sebastian","Sevilla Piros","3","0","3","1"
"11:21","Sevilla Piros","Girona","0","0","1","2"
"11:21","Sevilla Zöld","Valencia","0","1","1","1"
"11:21","Osasuna","Getafe","2","1","3","3"
"11:21","Madrid Fehér","Bilbao","0","0","1","0"
"11:21","Vigo","Villarreal","1","2","1","2"
"11:21","Barcelona","San Sebastian","1","1","3","1"
"11:21","Madrid Piros","Mallorca","0","0","0","0"
"11:21","Alaves","Las Palmas","1","0","1","0"
"11:28","Mallorca","Vigo","1","0","3","0"
"11:28","Las Palmas","Madrid Piros","2","0","2","1"
"11:28","Bilbao","Osasuna","0","1","0","1"
"11:28","Girona","Barcelona","0","1","0","2"
"11:28","San Sebastian","Sevilla Zöld","2","1","4","1"
"11:28","Villarreal","Madrid Fehér","0","0","0","1"
"11:28","Getafe","Sevilla Piros","1","1","2","1"
"11:28","Valencia","Alaves","0","0","0","1"
"11:36","Madrid Piros","Valencia","2","0","3","1"
"11:36","Alaves","San Sebastian","0","1","0","1"
"11:36","Vigo","Las Palmas","0","0","0","3"
"11:36","Madrid Fehér","Osasuna","3","1","4","2"
"11:36","Barcelona","Getafe","0","0","2","0"
"11:36","Sevilla Piros","Bilbao","0","0","0","1"
"11:36","Villarreal","Mallorca","0","0","1","1"
"11:36","Sevilla Zöld","Girona","0","0","1","1"
"11:44","Las Palmas","Villarreal","0","0","0","2"
"11:44","Osasuna","Sevilla Piros","0","2","2","4"
"11:44","Bilbao","Barcelona","2","0","2","1"
"11:44","San Sebastian","Madrid Piros","3","1","4","2"
"11:44","Valencia","Vigo","1","0","2","1"
"11:44","Girona","Alaves","0","0","1","1"
"11:44","Mallorca","Madrid Fehér","0","0","0","0"
"11:44","Getafe","Sevilla Zöld","1","2","1","2"
"11:52","Villarreal","Valencia","1","2","1","3"
"11:52","Sevilla Zöld","Bilbao","0","0","2","0"
"11:52","Madrid Piros","Girona","0","0","0","1"
"11:52","Madrid Fehér","Sevilla Piros","0","0","0","1"
"11:52","Mallorca","Las Palmas","0","0","0","0"
"11:52","Alaves","Getafe","1","1","1","2"
"11:52","Barcelona","Osasuna","3","0","4","0"
"11:52","Vigo","San Sebastian","0","1","0","3"
"12:00","Getafe","Madrid Piros","0","1","0","3"
"12:00","Osasuna","Sevilla Zöld","0","0","1","1"
"12:00","San Sebastian","Villarreal","0","1","2","1"
"12:00","Las Palmas","Madrid Fehér","1","0","1","0"
"12:00","Sevilla Piros","Barcelona","0","0","0","1"
"12:00","Bilbao","Alaves","2","0","3","0"
"12:00","Valencia","Mallorca","0","0","0","0"
"12:00","Girona","Vigo","1","2","2","2"
"12:08","Sevilla Zöld","Sevilla Piros","1","1","2","1"
"12:08","Mallorca","San Sebastian","1","0","2","2"
"12:08","Alaves","Osasuna","0","0","0","0"
"12:08","Vigo","Getafe","0","0","1","2"
"12:08","Villarreal","Girona","1","0","2","0"
"12:08","Las Palmas","Valencia","0","1","0","3"
"12:08","Madrid Fehér","Barcelona","2","1","2","2"
"12:08","Madrid Piros","Bilbao","0","0","2","0"
"12:17","Las Palmas","Bilbao","0","1","0","2"
"12:17","Getafe","Girona","0","0","0","0"
"12:17","Sevilla Piros","Madrid Fehér","0","1","0","1"
"12:17","Sevilla Zöld","Mallorca","0","0","0","0"
"12:17","Osasuna","Madrid Piros","0","0","0","1"
"12:17","Barcelona","Valencia","0","1","1","2"
"12:17","Alaves","Vigo","0","0","0","0"
"12:17","Villarreal","San Sebastian","0","0","0","0"
"12:25","Mallorca","Alaves","0","0","0","0"
"12:25","Valencia","Osasuna","2","0","2","0"
"12:25","Madrid Fehér","Getafe","0","0","0","1"
"12:25","Bilbao","Villarreal","2","0","2","1"
"12:25","Vigo","Barcelona","0","0","0","3"
"12:25","Madrid Piros","Las Palmas","1","0","2","0"
"12:25","San Sebastian","Sevilla Piros","1","0","3","0"
"12:25","Girona","Sevilla Zöld","2","0","3","0"
"12:33","Getafe","San Sebastian","1","0","2","2"
"12:33","Vigo","Valencia","0","0","0","2"
"12:33","Barcelona","Mallorca","0","0","0","0"
"12:33","Las Palmas","Osasuna","0","0","1","0"
"12:33","Alaves","Girona","0","0","1","2"
"12:33","Villarreal","Madrid Piros","0","0","1","0"
"12:33","Sevilla Zöld","Madrid Fehér","1","1","1","1"
"12:33","Sevilla Piros","Bilbao","0","2","0","3"
"12:41","Bilbao","Getafe","4","0","5","0"
"12:41","Osasuna","Villarreal","2","2","3","4"
"12:41","Madrid Piros","Sevilla Piros","0","1","3","1"
"12:41","Mallorca","Vigo","1","0","1","1"
"12:41","San Sebastian","Sevilla Zöld","1","0","3","1"
"12:41","Valencia","Las Palmas","1","0","1","0"
"12:41","Girona","Barcelona","0","1","1","1"
"12:41","Madrid Fehér","Alaves","0","0","1","0"
"12:49","Vigo","Girona","0","0","1","1"
"12:49","Barcelona","Madrid Fehér","0","0","0","0"
"12:49","Mallorca","Valencia","0","2","1","3"
"12:49","Alaves","San Sebastian","1","0","1","0"
"12:49","Sevilla Piros","Osasuna","0","0","0","0"
"12:49","Sevilla Zöld","Bilbao","0","2","0","3"
"12:49","Villarreal","Las Palmas","0","0","1","0"
"12:49","Getafe","Madrid Piros","0","2","0","3"
"12:57","Las Palmas","Sevilla Piros","0","1","0","1"
"12:57","Madrid Fehér","Vigo","2","0","4","1"
"12:57","Valencia","Villarreal","0","0","1","0"
"12:57","Osasuna","Getafe","1","1","1","1"
"12:57","Bilbao","Alaves","0","0","1","0"
"12:57","Girona","Mallorca","0","0","0","0"
"12:57","Madrid Piros","Sevilla Zöld","0","1","1","1"
"12:57","San Sebastian","Barcelona","1","0","1","1"
"13:04","Girona","Valencia","0","0","1","0"
"13:04","Vigo","San Sebastian","1","1","2","1"
"13:04","Getafe","Las Palmas","0","0","0","0"
"13:04","Sevilla Piros","Villarreal","0","0","0","1"
"13:04","Barcelona","Bilbao","1","1","1","1"
"13:04","Mallorca","Madrid Fehér","0","0","1","0"
"13:04","Alaves","Madrid Piros","0","1","0","3"
"13:04","Sevilla Zöld","Osasuna","1","2","2","3"
"13:12","Valencia","Sevilla Piros","1","1","1","1"
"13:12","Osasuna","Alaves","0","0","1","0"
"13:12","Las Palmas","Sevilla Zöld","2","1","2","1"
"13:12","Madrid Fehér","Girona","1","1","2","2"
"13:12","San Sebastian","Mallorca","0","0","0","0"
"13:12","Madrid Piros","Barcelona","2","0","3","1"
"13:12","Villarreal","Getafe","0","0","0","0"
"13:12","Bilbao","Vigo","0","0","0","0"
"13:20","Mallorca","Bilbao","0","0","0","2"
"13:20","Barcelona","Osasuna","3","1","4","1"
"13:20","Girona","San Sebastian","1","0","2","0"
"13:20","Madrid Fehér","Valencia","2","1","4","1"
"13:20","Getafe","Sevilla Piros","0","1","1","2"
"13:20","Vigo","Madrid Piros","0","1","0","2"
